Molecule Name,exp_pEC50,category,CNNaffinity,CNNscore,minimizedAffinity,pred_pEC50_raw,n_hops
OCNT-2309701,4.73,train,,,,,
OCNT-2313316,4.62,train,,,,,
OADMET-0002730,5.58,train,,,,,
OADMET-0003346,5.34,train,,,,,
OCNT-2316069,5.62,train,,,,,
OADMET-0005403,4.98,train,,,,,
OADMET-0006406,,phase2,8.19380665,0.705555737,-8.87935829,-0.5297298186816084,7.0
OADMET-0006528,,phase2,7.1709404,0.630617023,-8.05553722,,
OCNT-2309171,4.72,train,,,,,
OCNT-2317048,4.47,train,,,,,
OADMET-0002580,5.6,train,,,,,
OCNT-2313200,5.28,train,,,,,
OADMET-0005113,4.23,train,,,,,
OADMET-0005613,5.04,train,,,,,
OCNT-2316048,5.46,train,,,,,
OADMET-0004863,4.9,train,,,,,
OADMET-0001965,2.08,train,,,,,
OADMET-0003754,3.93,train,,,,,
OADMET-0005488,5.04,train,,,,,
OADMET-0001257,3.77,train,,,,,
OCNT-2318008,5.08,train,,,,,
OCNT-2314187,5.47,train,,,,,
OCNT-2309772,4.76,train,,,,,
OADMET-0001253,4.36,train,,,,,
OCNT-0494045,2.45,train,,,,,
OCNT-2309065,4.98,train,,,,,
OADMET-0001435,3.09,train,,,,,
OCNT-0022006,4.7,train,,,,,
OCNT-2313429,5.41,train,,,,,
OADMET-0001464,4.45,train,,,,,
OADMET-0002702,5.24,train,,,,,
OADMET-0006316,,phase2,7.19539595,0.646064758,-7.62979126,,
OADMET-0006031,4.42,train,,,,,
OADMET-0006014,5.39,train,,,,,
OADMET-0005217,4.47,train,,,,,
OCNT-0376912,3.02,train,,,,,
OADMET-0005551,5.3,train,,,,,
OADMET-0006178,,phase2,6.98556948,0.852152586,-9.05326271,,
OADMET-0006010,5.28,train,,,,,
OCNT-2309427,4.76,train,,,,,
OADMET-0002585,5.35,train,,,,,
OCNT-2309639,4.76,train,,,,,
OADMET-0004832,4.81,train,,,,,
OADMET-0005971,4.68,train,,,,,
OADMET-0006168,,phase2,7.37367201,0.541326582,-9.50646496,,
OCNT-2316767,5.23,train,,,,,
OCNT-2310393,5.56,train,,,,,
OADMET-0002251,2.57,train,,,,,
OADMET-0003333,5.44,train,,,,,
OCNT-2317599,5.07,train,,,,,
OCNT-2310163,5.29,train,,,,,
OADMET-0005214,5.12,train,,,,,
OADMET-0002025,3.75,train,,,,,
OCNT-2312696,5.22,train,,,,,
OADMET-0005625,4.57,train,,,,,
OADMET-0001608,3.98,train,,,,,
OADMET-0003858,4.64,train,,,,,
OCNT-0473728,5.2,train,,,,,
OADMET-0003807,4.92,train,,,,,
OADMET-0001901,4.06,train,,,,,
OADMET-0006145,,phase2,7.62927198,0.887872815,-7.79506683,3.529621411715439,2.0
OADMET-0002543,5.14,train,,,,,
OADMET-0005791,4.63,train,,,,,
OADMET-0003469,4.82,train,,,,,
OADMET-0005192,4.39,train,,,,,
OADMET-0002903,5.4,train,,,,,
OCNT-2309444,5.06,train,,,,,
OADMET-0002740,5.67,train,,,,,
OADMET-0005667,5.14,train,,,,,
OCNT-0683431,3.02,train,,,,,
OCNT-1309392,4.3,train,,,,,
OCNT-1263896,4.56,train,,,,,
OADMET-0001724,4.6,train,,,,,
OCNT-0683656,3.05,train,,,,,
OADMET-0001218,3.82,train,,,,,
OADMET-0005652,4.45,train,,,,,
OCNT-1308075,4.63,train,,,,,
OADMET-0002569,5.58,train,,,,,
OCNT-2313769,5.5,train,,,,,
OADMET-0001760,3.47,train,,,,,
OCNT-1965925,4.78,train,,,,,
OCNT-2009678,4.45,train,,,,,
OADMET-0003804,4.4,train,,,,,
OADMET-0003466,5.3,train,,,,,
OADMET-0005699,4.95,train,,,,,
OCNT-2315004,4.77,train,,,,,
OADMET-0006189,,phase2,8.38195705,0.88882041,-8.4651947,3.224076692390981,9.0
OADMET-0002267,3.37,train,,,,,
OADMET-0003150,4.86,train,,,,,
OCNT-2316036,4.75,train,,,,,
OCNT-2309852,4.21,train,,,,,
OCNT-2308659,4.57,train,,,,,
OADMET-0002576,5.38,train,,,,,
OCNT-2317751,5.22,train,,,,,
OADMET-0001561,3.95,train,,,,,
OADMET-0004789,5.06,train,,,,,
OCNT-0001729,3.01,train,,,,,
OCNT-0278552,3.09,train,,,,,
OCNT-0354185,3.29,train,,,,,
OADMET-0004675,4.895,phase1,6.81145287,0.697559416,-7.57839584,,
OCNT-2314261,5.35,train,,,,,
OCNT-1965974,3.1100000000000003,train,,,,,
OADMET-0001792,2.25,train,,,,,
OADMET-0001595,1.8,train,,,,,
OADMET-0001740,2.82,train,,,,,
OCNT-0334434,4.19,train,,,,,
OCNT-0464699,1.71,train,,,,,
OCNT-2318668,5.62,train,,,,,
OADMET-0005799,3.56,train,,,,,
OCNT-2316633,3.18,train,,,,,
OADMET-0003062,4.84,train,,,,,
OADMET-0006186,4.84,phase1,7.6199913,0.750364959,-8.48582268,6.771501013710775,1.0
OADMET-0001658,2.2,train,,,,,
OCNT-2313106,5.46,train,,,,,
OADMET-0003126,5.2,train,,,,,
OADMET-0002713,5.44,train,,,,,
OCNT-1307636,5.28,train,,,,,
OCNT-0365687,4.84,train,,,,,
OADMET-0003229,4.97,train,,,,,
OADMET-0003101,5.61,train,,,,,
OADMET-0002835,5.01,train,,,,,
OCNT-1307648,4.34,train,,,,,
OADMET-0002322,2.83,train,,,,,
OADMET-0005873,4.38,train,,,,,
OCNT-2311952,4.87,train,,,,,
OADMET-0006201,3.995,phase1,7.32422781,0.380292147,-7.72440958,,
OADMET-0005437,5.16,train,,,,,
OCNT-2312738,4.75,train,,,,,
OADMET-0001430,4.92,train,,,,,
OADMET-0002778,5.04,train,,,,,
OCNT-0345925,3.94,train,,,,,
OCNT-2312964,4.64,train,,,,,
OADMET-0002975,5.71,train,,,,,
OCNT-1871149,2.69,train,,,,,
OADMET-0003783,4.86,train,,,,,
OADMET-0005421,4.68,train,,,,,
OADMET-0001119,3.52,train,,,,,
OADMET-0001363,3.57,train,,,,,
OCNT-2310967,4.78,train,,,,,
OCNT-0374232,3.24,train,,,,,
OADMET-0003769,4.12,train,,,,,
OADMET-0005180,4.86,train,,,,,
OCNT-0722576,2.36,train,,,,,
OCNT-2313734,3.9,train,,,,,
OCNT-1307820,3.85,train,,,,,
OADMET-0003137,5.28,train,,,,,
OCNT-2315167,4.92,train,,,,,
OADMET-0005927,4.63,train,,,,,
OCNT-2316378,6.23,train,,,,,
OCNT-2312618,4.89,train,,,,,
OCNT-0360888,4.74,train,,,,,
OCNT-1308156,3.77,train,,,,,
OADMET-0005852,4.73,train,,,,,
OADMET-0003509,2.94,train,,,,,
OCNT-2309457,5.11,train,,,,,
OADMET-0002681,5.33,train,,,,,
OADMET-0005859,4.4,train,,,,,
OCNT-2310564,5.14,train,,,,,
OCNT-2310459,4.82,train,,,,,
OADMET-0003684,1.98,train,,,,,
OCNT-0465594,4.24,train,,,,,
OADMET-0005458,4.75,train,,,,,
OADMET-0006561,5.305,phase1,7.32608938,0.53559953,-8.2931385,8.25927201973424,1.0
OCNT-2315966,5.0,train,,,,,
OCNT-2316252,4.16,train,,,,,
OADMET-0004718,4.38,train,,,,,
OCNT-2317510,5.7,train,,,,,
OCNT-2318165,4.73,train,,,,,
OCNT-1871105,3.13,train,,,,,
OCNT-2310843,5.33,train,,,,,
OCNT-2318011,5.1,train,,,,,
OADMET-0005250,4.35,train,,,,,
OADMET-0005701,4.97,train,,,,,
OADMET-0001751,4.62,train,,,,,
OADMET-0002278,2.91,train,,,,,
OCNT-2313993,5.22,train,,,,,
OADMET-0003624,1.9,train,,,,,
OADMET-0006535,,phase2,8.44088078,0.89293468,-8.74906063,4.338837681696528,1.0
OCNT-1307871,2.82,train,,,,,
OCNT-2328945,4.16,train,,,,,
OCNT-2314847,5.16,train,,,,,
OCNT-2310000,5.03,train,,,,,
OADMET-0003800,4.48,train,,,,,
OADMET-0005863,4.69,train,,,,,
OADMET-0006481,,phase2,7.87913513,0.724711955,-7.74800825,,
OCNT-2313197,4.63,train,,,,,
OADMET-0005105,5.15,train,,,,,
OADMET-0004710,4.56,train,,,,,
OCNT-2310804,4.69,train,,,,,
OCNT-0494203,3.29,train,,,,,
OCNT-2315297,4.16,train,,,,,
OADMET-0003153,5.52,train,,,,,
OCNT-1307927,3.63,train,,,,,
OADMET-0003621,1.77,train,,,,,
OADMET-0001466,3.16,train,,,,,
OCNT-0022791,2.25,train,,,,,
OCNT-1309240,3.01,train,,,,,
OADMET-0005398,4.93,train,,,,,
OCNT-2312529,5.25,train,,,,,
OADMET-0005370,4.5,train,,,,,
OCNT-2311973,4.82,train,,,,,
OCNT-2310693,5.44,train,,,,,
OCNT-2309492,5.61,train,,,,,
OADMET-0005509,5.68,train,,,,,
OADMET-0003604,4.88,train,,,,,
OADMET-0002629,4.95,train,,,,,
OCNT-0366832,5.54,train,,,,,
OCNT-2313982,5.09,train,,,,,
OADMET-0002214,3.93,train,,,,,
OCNT-1307999,2.25,train,,,,,
OADMET-0003505,5.74,train,,,,,
OCNT-2310520,4.51,train,,,,,
OCNT-2308670,4.44,train,,,,,
OADMET-0001890,3.37,train,,,,,
OCNT-1307764,1.65,train,,,,,
OCNT-2312684,4.53,train,,,,,
OCNT-1307650,3.04,train,,,,,
OADMET-0006228,5.470000000000001,phase1,7.49860573,0.83779186,-8.18465328,5.579614575658941,2.0
OADMET-0003076,3.86,train,,,,,
OADMET-0002141,2.83,train,,,,,
OCNT-2328534,4.19,train,,,,,
OADMET-0002693,5.06,train,,,,,
OCNT-2310317,5.33,train,,,,,
OADMET-0001932,5.37,train,,,,,
OCNT-2311689,4.46,train,,,,,
OCNT-2310123,5.53,train,,,,,
OCNT-2310445,4.81,train,,,,,
OCNT-2311551,5.3,train,,,,,
OADMET-0003458,2.05,train,,,,,
OADMET-0002204,3.67,train,,,,,
OCNT-0007841,1.92,train,,,,,
OADMET-0003660,4.58,train,,,,,
OADMET-0005363,4.84,train,,,,,
OADMET-0003443,2.49,train,,,,,
OADMET-0003149,5.74,train,,,,,
OADMET-0002103,3.18,train,,,,,
OADMET-0003407,5.48,train,,,,,
OADMET-0006068,4.76,train,,,,,
OADMET-0001695,4.44,train,,,,,
OCNT-2316494,4.91,train,,,,,
OADMET-0001081,3.64,train,,,,,
OCNT-2310238,4.67,train,,,,,
OADMET-0002587,5.02,train,,,,,
OADMET-0005894,4.71,train,,,,,
OCNT-2312736,5.08,train,,,,,
OADMET-0003497,2.95,train,,,,,
OCNT-1263884,2.43,train,,,,,
OCNT-2308952,5.06,train,,,,,
OCNT-1965976,2.34,train,,,,,
OCNT-0465449,5.8,train,,,,,
OCNT-1685199,2.82,train,,,,,
OADMET-0001131,3.75,train,,,,,
OCNT-2313271,4.41,train,,,,,
OCNT-2309351,5.3,train,,,,,
OADMET-0005218,5.57,train,,,,,
OADMET-0005638,4.84,train,,,,,
OCNT-2318419,5.55,train,,,,,
OCNT-2313163,5.27,train,,,,,
OADMET-0003721,1.99,train,,,,,
OADMET-0005362,4.58,train,,,,,
OCNT-0359136,4.71,train,,,,,
OADMET-0003381,4.635,train,,,,,
OCNT-1900052,2.45,train,,,,,
OADMET-0005820,4.47,train,,,,,
OADMET-0005518,5.39,train,,,,,
OADMET-0006166,,phase2,7.31683683,0.62880975,-7.65663815,,
OADMET-0003759,1.76,train,,,,,
OADMET-0005026,5.0,train,,,,,
OADMET-0002999,5.11,train,,,,,
OADMET-0005251,4.53,train,,,,,
OCNT-2316115,5.0,train,,,,,
OADMET-0001377,3.19,train,,,,,
OADMET-0005676,5.66,train,,,,,
OADMET-0001009,3.21,train,,,,,
OCNT-2309345,5.2,train,,,,,
OADMET-0002290,2.12,train,,,,,
OADMET-0001086,3.39,train,,,,,
OADMET-0005993,5.08,train,,,,,
OADMET-0005579,4.85,train,,,,,
OADMET-0003526,6.63,train,,,,,
OCNT-1307637,2.54,train,,,,,
OCNT-0293678,1.64,train,,,,,
OADMET-0005895,5.25,train,,,,,
OADMET-0005282,4.54,train,,,,,
OADMET-0005409,4.89,train,,,,,
OADMET-0006016,4.26,train,,,,,
OADMET-0004753,5.06,train,,,,,
OADMET-0002836,2.91,train,,,,,
OADMET-0001036,2.5,train,,,,,
OCNT-2313763,4.97,train,,,,,
OCNT-0326064,5.58,train,,,,,
OCNT-0295314,2.44,train,,,,,
OADMET-0002571,6.0600000000000005,train,,,,,
OCNT-2317910,1.78,train,,,,,
OADMET-0003064,5.32,train,,,,,
OADMET-0003030,5.04,train,,,,,
OCNT-1965912,4.48,train,,,,,
OADMET-0000971,3.09,train,,,,,
OCNT-2312115,5.45,train,,,,,
OCNT-1871072,3.88,train,,,,,
OCNT-0465279,3.49,train,,,,,
OCNT-0297915,3.18,train,,,,,
OCNT-0345381,3.43,train,,,,,
OCNT-2309863,5.54,train,,,,,
OADMET-0002906,5.54,train,,,,,
OADMET-0002628,6.11,train,,,,,
OADMET-0003109,5.64,train,,,,,
OADMET-0002667,1.8,train,,,,,
OADMET-0003594,4.65,train,,,,,
OADMET-0001593,4.84,train,,,,,
OCNT-2311027,4.95,train,,,,,
OADMET-0005493,5.13,train,,,,,
OCNT-1307796,3.58,train,,,,,
OADMET-0001422,4.77,train,,,,,
OCNT-2309992,5.42,train,,,,,
OCNT-1307841,4.81,train,,,,,
OADMET-0001738,5.09,train,,,,,
OCNT-1685191,1.98,train,,,,,
OADMET-0002590,5.12,train,,,,,
OCNT-2318142,4.92,train,,,,,
OCNT-1871122,2.96,train,,,,,
OADMET-0003210,5.3,train,,,,,
OADMET-0005017,5.14,train,,,,,
OCNT-2317687,2.49,train,,,,,
OCNT-0465178,5.48,train,,,,,
OCNT-0317525,2.78,train,,,,,
OCNT-2309965,5.2,train,,,,,
OADMET-0001169,3.01,train,,,,,
OADMET-0006390,,phase2,7.57741022,0.687803745,-9.46049309,,
OCNT-2317832,4.57,train,,,,,
OCNT-2328518,5.06,train,,,,,
OCNT-1965946,2.45,train,,,,,
OCNT-0362788,3.31,train,,,,,
OCNT-0494143,1.77,train,,,,,
OADMET-0004674,4.995,phase1,6.79628134,0.860610604,-7.30735159,,
OCNT-1307945,4.09,train,,,,,
OCNT-2315126,4.77,train,,,,,
OCNT-2314945,4.82,train,,,,,
OADMET-0001188,3.19,train,,,,,
OADMET-0002010,4.87,train,,,,,
OADMET-0005490,4.96,train,,,,,
OCNT-2314792,4.71,train,7.41450834,0.674902916,-7.63267326,,
OADMET-0001147,3.72,train,,,,,
OCNT-2310663,2.6,train,,,,,
OCNT-2312357,5.15,train,,,,,
OADMET-0001330,4.56,train,,,,,
OCNT-0467529,4.98,train,,,,,
OADMET-0005874,5.65,train,,,,,
OADMET-0005571,4.75,train,,,,,
OCNT-2316839,4.41,train,,,,,
OADMET-0002638,5.26,train,,,,,
OADMET-0001928,5.62,train,,,,,
OADMET-0006545,4.96,phase1,7.67064619,0.558407843,-8.15803623,9.597674394706235,1.0
OADMET-0005135,4.34,train,,,,,
OCNT-0345350,3.92,train,,,,,
OCNT-2314628,4.21,train,,,,,
OCNT-2314742,5.27,train,,,,,
OCNT-2308733,4.57,train,,,,,
OADMET-0003705,1.83,train,,,,,
OADMET-0003694,4.79,train,,,,,
OADMET-0005837,4.5,train,,,,,
OADMET-0003102,5.82,train,,,,,
OCNT-2313637,4.89,train,,,,,
OCNT-2308901,4.94,train,,,,,
OADMET-0006489,,phase2,8.25798988,0.769216537,-5.26202393,,
OADMET-0002549,5.63,train,,,,,
OCNT-2309114,5.29,train,,,,,
OADMET-0001818,4.05,train,,,,,
OADMET-0002560,5.4,train,,,,,
OADMET-0004985,4.78,train,,,,,
OADMET-0004979,4.2,train,,,,,
OADMET-0001689,3.28,train,,,,,
OADMET-0003607,3.59,train,,,,,
OCNT-2314403,4.12,train,,,,,
OADMET-0006384,,phase2,7.29984522,0.80223763,-8.1172123,3.256224597422095,4.0
OADMET-0003078,5.28,train,,,,,
OCNT-2309591,6.11,train,7.83361769,0.865902185,-8.40204334,,
OADMET-0003440,5.49,train,,,,,
OADMET-0006132,5.465,phase1,7.3607049,0.653915703,-7.57545614,-1.1802638546800257,1.0
OCNT-1309182,1.67,train,,,,,
OADMET-0002809,5.74,train,,,,,
OADMET-0001867,3.55,train,,,,,
OCNT-0470050,4.56,train,,,,,
OADMET-0001793,5.21,train,,,,,
OADMET-0005150,5.02,train,,,,,
OADMET-0005950,4.83,train,,,,,
OCNT-2311959,4.72,train,,,,,
OCNT-2314787,4.73,train,,,,,
OCNT-1309236,4.04,train,,,,,
OADMET-0004801,4.99,train,,,,,
OADMET-0002195,2.9,train,,,,,
OCNT-2310706,4.83,train,,,,,
OCNT-0001581,2.15,train,,,,,
OADMET-0005562,5.03,train,,,,,
OCNT-0473775,5.06,train,,,,,
OADMET-0006012,4.93,train,,,,,
OCNT-1308006,5.37,train,,,,,
OADMET-0001791,1.91,train,,,,,
OADMET-0001028,3.44,train,,,,,
OCNT-2313275,4.78,train,,,,,
OADMET-0003045,5.22,train,,,,,
OCNT-2310137,5.4,train,,,,,
OADMET-0004849,4.3,train,,,,,
OCNT-0310641,3.14,train,,,,,
OCNT-2313126,5.15,train,,,,,
OADMET-0005456,5.22,train,,,,,
OADMET-0001181,4.56,train,,,,,
OCNT-2317584,4.89,train,,,,,
OCNT-2311062,5.38,train,,,,,
OCNT-2312445,4.91,train,,,,,
OCNT-2315110,4.24,train,,,,,
OCNT-2328527,1.81,train,,,,,
OCNT-2310591,5.0,train,,,,,
OADMET-0001721,3.91,train,,,,,
OCNT-0375095,2.9,train,,,,,
OADMET-0005905,4.67,train,,,,,
OADMET-0006463,5.54,phase1,7.39842844,0.825891852,-9.00261974,4.491883511218274,2.0
OADMET-0003057,2.1,train,,,,,
OCNT-2316481,5.41,train,,,,,
OCNT-2318204,4.61,train,,,,,
OCNT-0465192,1.66,train,,,,,
OADMET-0005675,4.41,train,,,,,
OCNT-2312231,4.26,train,,,,,
OADMET-0005793,4.25,train,,,,,
OADMET-0005742,4.06,train,,,,,
OCNT-1308069,4.64,train,,,,,
OADMET-0002055,1.94,train,,,,,
OADMET-0006155,5.25,phase1,7.37409925,0.854514837,-8.47547531,3.171644658076457,3.0
OADMET-0006393,5.3100000000000005,phase1,7.32962465,0.563950658,-9.04017925,,
OCNT-2315023,4.85,train,,,,,
OADMET-0002988,5.18,train,,,,,
OCNT-1307761,4.89,train,,,,,
OADMET-0002173,2.61,train,,,,,
OCNT-2317625,5.0,train,,,,,
OCNT-0017029,2.49,train,,,,,
OADMET-0005070,5.3,train,,,,,
OCNT-2318512,4.91,train,,,,,
OCNT-2313101,5.25,train,,,,,
OADMET-0001231,3.95,train,,,,,
OCNT-1309346,3.42,train,,,,,
OADMET-0001542,1.68,train,,,,,
OCNT-2315431,4.53,train,,,,,
OCNT-0002660,2.07,train,,,,,
OADMET-0005165,5.25,train,,,,,
OCNT-0467613,3.34,train,,,,,
OADMET-0005446,5.24,train,,,,,
OADMET-0003254,2.93,train,,,,,
OADMET-0005313,5.06,train,,,,,
OADMET-0006469,4.58,phase1,7.03021812,0.655767262,-7.92629385,,
OCNT-1871168,2.88,train,,,,,
OADMET-0002601,5.915,train,,,,,
OADMET-0001373,4.38,train,,,,,
OCNT-0337872,4.92,train,,,,,
OADMET-0005550,5.0,train,,,,,
OCNT-2317591,4.44,train,,,,,
OADMET-0005164,4.84,train,,,,,
OADMET-0001531,3.29,train,,,,,
OCNT-2318332,4.93,train,,,,,
OADMET-0005704,4.68,train,,,,,
OCNT-2312986,5.79,train,,,,,
OADMET-0004713,3.82,train,,,,,
OADMET-0003755,1.87,train,,,,,
OCNT-1307579,4.01,train,,,,,
OADMET-0001303,4.15,train,,,,,
OADMET-0003414,6.845,train,,,,,
OADMET-0004806,4.11,train,,,,,
OCNT-2310257,5.33,train,,,,,
OADMET-0001575,2.48,train,,,,,
OCNT-0498099,4.89,train,,,,,
OCNT-2312997,4.82,train,,,,,
OCNT-2314625,4.9,train,,,,,
OCNT-2314504,5.77,train,,,,,
OADMET-0000967,3.13,train,,,,,
OADMET-0003068,5.41,train,,,,,
OCNT-2309856,4.3,train,,,,,
OCNT-2314357,4.48,train,,,,,
OADMET-0002673,4.81,train,,,,,
OADMET-0002712,5.29,train,,,,,
OADMET-0001649,3.95,train,,,,,
OCNT-2318315,5.3,train,,,,,
OADMET-0001653,1.88,train,,,,,
OADMET-0005073,4.85,train,,,,,
OCNT-1263921,2.33,train,,,,,
OADMET-0005238,4.73,train,,,,,
OCNT-1307760,2.28,train,,,,,
OADMET-0005907,4.83,train,,,,,
OADMET-0003780,6.22,train,,,,,
OCNT-2310884,5.05,train,,,,,
OADMET-0006118,,phase2,7.77011633,0.598757982,-10.1339979,,
OADMET-0001659,1.7,train,,,,,
OCNT-2315636,4.99,train,,,,,
OADMET-0001102,3.53,train,,,,,
OADMET-0004803,5.2,train,,,,,
OADMET-0002596,5.47,train,,,,,
OADMET-0005611,4.85,train,,,,,
OADMET-0003390,5.29,train,,,,,
OCNT-2313167,4.75,train,,,,,
OCNT-2317292,4.67,train,,,,,
OCNT-0311491,3.07,train,,,,,
OCNT-2309246,5.23,train,,,,,
OCNT-2312887,3.25,train,,,,,
OCNT-1965909,2.54,train,,,,,
OCNT-1307559,4.35,train,,,,,
OCNT-1309379,4.7,train,,,,,
OADMET-0001267,3.29,train,,,,,
OADMET-0005737,4.67,train,,,,,
OCNT-2318278,3.42,train,,,,,
OADMET-0003132,4.62,train,,,,,
OADMET-0003279,4.98,train,,,,,
OCNT-0479600,5.22,train,,,,,
OCNT-2312641,4.3,train,,,,,
OADMET-0005891,5.11,train,,,,,
OCNT-2310193,5.44,train,,,,,
OADMET-0003260,5.98,train,,,,,
OCNT-2312853,4.78,train,,,,,
OCNT-0269996,2.32,train,,,,,
OCNT-0497989,6.21,train,,,,,
OADMET-0001319,3.69,train,,,,,
OADMET-0003454,1.78,train,,,,,
OCNT-1966008,3.75,train,,,,,
OADMET-0002606,5.33,train,,,,,
OADMET-0006586,,phase2,8.45844841,0.913666844,-9.0897646,,
OADMET-0005442,5.03,train,,,,,
OCNT-2316270,5.67,train,,,,,
OADMET-0001631,4.35,train,,,,,
OCNT-2316394,4.58,train,,,,,
OADMET-0003501,5.23,train,,,,,
OCNT-2315394,1.83,train,,,,,
OADMET-0005158,4.61,train,,,,,
OCNT-2311376,5.04,train,,,,,
OADMET-0004590,5.48,train,,,,,
OADMET-0004768,4.58,train,,,,,
OCNT-1871099,3.02,train,,,,,
OCNT-0494205,5.08,train,,,,,
OADMET-0001084,3.46,train,,,,,
OADMET-0005163,4.54,train,,,,,
OCNT-2318389,5.82,train,,,,,
OCNT-2317023,4.77,train,,,,,
OCNT-0713835,1.98,train,,,,,
OADMET-0005273,4.13,train,,,,,
OADMET-0005285,4.79,train,,,,,
OCNT-2312394,5.44,train,,,,,
OADMET-0002026,1.95,train,,,,,
OCNT-1871022,2.03,train,,,,,
OCNT-2318062,5.22,train,,,,,
OADMET-0002150,1.94,train,,,,,
OADMET-0006532,5.25,phase1,7.61381006,0.797501445,-7.27271557,3.3912078676281388,1.0
OADMET-0005574,5.28,train,,,,,
OCNT-2312652,5.44,train,,,,,
OCNT-1309198,1.82,train,,,,,
OADMET-0005702,5.22,train,,,,,
OCNT-2317951,5.555,train,,,,,
OCNT-2312667,5.19,train,,,,,
OCNT-1966039,5.16,train,,,,,
OADMET-0001491,5.18,train,,,,,
OCNT-0373375,3.11,train,,,,,
OADMET-0001292,3.68,train,,,,,
OADMET-0005201,4.31,train,,,,,
OADMET-0002138,1.96,train,,,,,
OCNT-0345232,3.49,train,,,,,
OADMET-0003746,3.89,train,,,,,
OCNT-2318269,4.66,train,,,,,
OCNT-0006870,2.78,train,,,,,
OCNT-2316650,4.44,train,,,,,
OADMET-0005519,4.81,train,,,,,
OCNT-1308092,3.43,train,,,,,
OADMET-0003130,5.56,train,,,,,
OCNT-1307959,3.27,train,,,,,
OADMET-0005063,4.33,train,,,,,
OCNT-2317447,5.31,train,,,,,
OCNT-2309552,4.05,train,,,,,
OADMET-0002692,4.67,train,,,,,
OADMET-0003159,5.1,train,,,,,
OCNT-2316233,2.69,train,,,,,
OADMET-0005985,4.82,train,,,,,
OCNT-2318325,4.72,train,,,,,
OADMET-0005323,5.02,train,,,,,
OADMET-0003053,4.87,train,,,,,
OCNT-1307639,2.25,train,,,,,
OADMET-0005619,5.05,train,,,,,
OCNT-2314115,4.92,train,,,,,
OCNT-0375255,3.78,train,,,,,
OADMET-0003079,2.88,train,,,,,
OCNT-0473979,2.9,train,,,,,
OCNT-2316657,5.56,train,,,,,
OADMET-0006205,,phase2,7.91599131,0.678485394,-6.38893127,7.801845349442221,3.0
OADMET-0006008,4.81,train,,,,,
OADMET-0006264,4.275,phase1,6.89489412,0.532633781,-8.23418045,12.152333755085762,1.0
OCNT-1966020,1.96,train,,,,,
OCNT-1307808,1.71,train,,,,,
OCNT-2312835,5.17,train,,,,,
OCNT-2313107,5.14,train,,,,,
OADMET-0006207,,phase2,7.75228643,0.810731351,-9.64322281,,
OADMET-0002573,5.41,train,,,,,
OADMET-0002579,5.15,train,,,,,
OADMET-0003201,5.71,train,,,,,
OADMET-0005340,4.22,train,,,,,
OADMET-0004040,5.28,train,,,,,
OADMET-0002818,5.74,train,,,,,
OADMET-0003676,1.79,train,,,,,
OADMET-0001597,4.5,train,,,,,
OCNT-2312173,5.27,train,,,,,
OADMET-0003600,2.65,train,,,,,
OADMET-0002169,2.86,train,,,,,
OADMET-0002036,4.09,train,,,,,
OADMET-0001725,2.55,train,,,,,
OCNT-2312239,5.83,train,7.28777695,0.882935345,-8.20063972,,
OCNT-0493994,1.79,train,,,,,
OCNT-2312629,5.95,train,,,,,
OCNT-2313105,4.69,train,,,,,
OCNT-1871035,2.72,train,,,,,
OCNT-2309540,5.37,train,,,,,
OCNT-0467574,4.79,train,,,,,
OCNT-2016112,7.54855421686747,train,,,,,
OADMET-0003447,5.49,train,,,,,
OCNT-2316803,4.74,train,,,,,
OADMET-0003408,5.45,train,,,,,
OCNT-2310077,4.27,train,,,,,
OCNT-2328691,4.04,train,,,,,
OADMET-0003616,4.04,train,,,,,
OADMET-0002619,5.91,train,,,,,
OADMET-0003806,3.28,train,,,,,
OADMET-0006386,6.26,phase1,7.78685379,0.478843063,-9.82547283,5.968429655618694,4.0
OCNT-2316118,5.64,train,,,,,
OCNT-2312815,4.78,train,,,,,
OADMET-0001988,1.77,train,,,,,
OADMET-0002781,5.5,train,,,,,
OADMET-0006235,,phase2,8.30323601,0.638170719,-8.79943657,,
OCNT-2328979,4.92,train,,,,,
OCNT-2312608,4.87,train,,,,,
OADMET-0003477,5.9,train,,,,,
OADMET-0001734,4.53,train,,,,,
OCNT-1307680,1.7,train,,,,,
OADMET-0002786,6.14,train,,,,,
OADMET-0006369,3.47,phase1,6.86694098,0.613877594,-7.93486357,,
OCNT-2310931,4.79,train,,,,,
OCNT-1309143,4.41,train,,,,,
OADMET-0005994,5.16,train,,,,,
OCNT-0493753,1.75,train,,,,,
OADMET-0005944,5.24,train,,,,,
OCNT-2309186,4.99,train,,,,,
OCNT-2308864,4.61,train,,,,,
OADMET-0002093,2.45,train,,,,,
OCNT-1307717,3.25,train,,,,,
OCNT-2312675,4.53,train,,,,,
OCNT-2328554,4.54,train,,,,,
OADMET-0005004,4.35,train,,,,,
OADMET-0002143,3.01,train,,,,,
OCNT-0477348,5.42,train,,,,,
OADMET-0004954,5.03,train,,,,,
OCNT-0358362,3.72,train,,,,,
OADMET-0002755,5.38,train,,,,,
OADMET-0004796,4.72,train,,,,,
OADMET-0001241,1.66,train,,,,,
OCNT-2316032,5.85,train,,,,,
OCNT-2313159,5.63,train,,,,,
OADMET-0005749,4.3,train,,,,,
