cluster_id,ligand_name,best_pdb_id,best_pose_rank,best_CNNscore,best_CNNaffinity,best_minimizedAffinity,mean_CNNscore_across_receptors,std_CNNscore_across_receptors,top3_receptors,top3_CNNscores,n_receptors_success,n_receptors_total
T395,OADMET-0006207,8svs,1,0.958680689,7.18135977,-9.49246216,0.8027306886612905,0.10970334910732725,"8svs,7axc,5x0r","0.959,0.933,0.932",62,62
T396,OADMET-0006206,4s0t,1,0.951528251,6.33694887,-6.91458225,0.7602092229193549,0.13124393490139113,"4s0t,4xhd,8r81","0.952,0.926,0.922",62,62
T397,OADMET-0006205,7ax9,1,0.860179901,7.07581329,-9.64350796,0.6853586416451615,0.1121140449547445,"7ax9,8cf9,1nrl","0.860,0.851,0.846",62,62
T398,OADMET-0006204,6dup,1,0.917701721,6.94342804,-8.79534721,0.6648562146935483,0.14559717338489497,"6dup,7ax9,7rio","0.918,0.903,0.890",62,62
T399,OADMET-0006203,6xp9,1,0.873906493,7.23405695,-8.53075981,0.6440219729838711,0.11007452564375186,"6xp9,8r82,5x0r","0.874,0.811,0.806",62,62
T400,OADMET-0006202,1skx,1,0.912954748,6.48820162,-9.76275349,0.691812086516129,0.13960906016783547,"1skx,6xp9,1nrl","0.913,0.912,0.875",62,62
T401,OADMET-0006201,8e3n,1,0.89861542,6.19630957,-7.6440134,0.6258687516774194,0.11888805730877451,"8e3n,3r8d,8r81","0.899,0.840,0.815",62,62
T402,OADMET-0006200,1skx,1,0.953999758,6.76034403,-7.15203047,0.7414111590967741,0.13343660888992656,"1skx,6dup,8svp","0.954,0.927,0.920",62,62
T403,OADMET-0006199,7n2a,1,0.890801013,7.21341658,-10.8384409,0.6884558902419357,0.12854122967656736,"7n2a,8svq,8svp","0.891,0.875,0.866",62,62
T404,OADMET-0006198,8svx,1,0.92006439,6.82187271,-9.37134838,0.6910420651935485,0.14407457862399858,"8svx,8e3n,8svo","0.920,0.918,0.901",62,62
T405,OADMET-0006197,8eqz,1,0.966901839,6.69471121,-7.20842505,0.8174200115645162,0.10341801369027755,"8eqz,7axc,4ny9","0.967,0.967,0.962",62,62
T406,OADMET-0006196,7rio,1,0.933777928,7.10286188,-8.60264015,0.7413937063870969,0.11801813276635817,"7rio,4x1g,8r81","0.934,0.926,0.911",62,62
T407,OADMET-0006195,8svt,1,0.909242034,7.48360825,-10.0617676,0.7262202770645161,0.11843833920403776,"8svt,8svp,7riu","0.909,0.908,0.903",62,62
T408,OADMET-0006194,8svo,1,0.961217225,7.30772018,-9.23692322,0.7999093450806452,0.12887457888875847,"8svo,1skx,1nrl","0.961,0.953,0.935",62,62
T409,OADMET-0006193,6hj2,1,0.867330372,6.90229368,-8.64085102,0.5850724538870968,0.12726133476683837,"6hj2,8svr,8eqz","0.867,0.861,0.843",62,62
T410,OADMET-0006192,6hj2,1,0.970479012,7.8293643,-8.25559044,0.7738470358387095,0.1152311013929848,"6hj2,7rio,7riv","0.970,0.968,0.947",62,62
T411,OADMET-0006191,2qnv,1,0.946966529,5.92377996,-7.04477739,0.7350584806612904,0.10767026828796064,"2qnv,6bns,8cf9","0.947,0.918,0.911",62,62
T412,OADMET-0006190,7axf,1,0.875705719,6.64841223,-7.78513336,0.617615161451613,0.11340711249684453,"7axf,8cf9,8r82","0.876,0.829,0.825",62,62
T413,OADMET-0006189,1m13,1,0.935487866,6.6524601,-8.77309132,0.8247006525645161,0.09287646623783503,"1m13,1skx,7n2a","0.935,0.926,0.925",62,62
T414,OADMET-0006188,6xp9,1,0.940205872,7.24762869,-7.72995138,0.6876735302419356,0.12951490324797021,"6xp9,8r82,7axa","0.940,0.926,0.873",62,62
T415,OADMET-0006187,2qnv,1,0.96133405,6.7698741,-7.79303026,0.738506308983871,0.15513061487821536,"2qnv,8eqz,9fzi","0.961,0.960,0.932",62,62
T416,OADMET-0006186,1skx,1,0.924998224,6.27709961,-7.45540953,0.7370730268387095,0.12782659947067312,"1skx,3r8d,3hvl","0.925,0.919,0.890",62,62
T417,OADMET-0006185,8svs,1,0.970916629,6.99690437,-8.74702644,0.6715548125161289,0.1758758359208642,"8svs,8svp,8svt","0.971,0.944,0.927",62,62
T418,OADMET-0006184,7axe,1,0.89463985,6.88328218,-8.07727051,0.7218608341935484,0.13052588908939017,"7axe,4x1f,6hj2","0.895,0.889,0.888",62,62
T419,OADMET-0006183,1skx,1,0.96654284,7.04690599,-8.9140234,0.8487767721129033,0.10091547490682301,"1skx,4x1g,5x0r","0.967,0.961,0.959",62,62
T420,OADMET-0006182,6dup,1,0.912645221,7.41127634,-9.21060276,0.7091829479032257,0.11164128305128986,"6dup,8r81,3r8d","0.913,0.909,0.885",62,62
T421,OADMET-0006181,3hvl,1,0.895592093,5.77583551,-8.38161564,0.6989766671612903,0.13359836577516496,"3hvl,4ny9,6nx1","0.896,0.891,0.886",62,62
T422,OADMET-0006180,1skx,1,0.965469122,6.73646402,-7.57859898,0.6771179788387096,0.16785433201754507,"1skx,7axa,5x0r","0.965,0.940,0.915",62,62
T423,OADMET-0006179,8svr,1,0.803268373,6.50133514,-7.33229637,0.5650531885806453,0.1355289051999956,"8svr,7n2a,8r82","0.803,0.790,0.778",62,62
T424,OADMET-0006178,4ny9,1,0.941157699,6.40132284,-8.01890564,0.7515187378225808,0.10679118677985422,"4ny9,5a86,9fzj","0.941,0.902,0.901",62,62
T425,OADMET-0006177,9fzi,1,0.975337625,6.94143248,-8.81773186,0.8460152235967742,0.08109152066545845,"9fzi,1m13,9fzj","0.975,0.969,0.962",62,62
T426,OADMET-0006176,8svo,1,0.906839132,6.56480646,-8.36833096,0.7003566809354838,0.12377321613580286,"8svo,8r81,1nrl","0.907,0.891,0.890",62,62
T427,OADMET-0006175,8eqz,1,0.899889886,6.76756477,5.33260584,0.508224482483871,0.14526384859098285,"8eqz,6dup,1skx","0.900,0.785,0.765",62,62
T428,OADMET-0006174,8svq,1,0.935093105,7.32288551,-8.42952633,0.7699834195,0.08110708048754946,"8svq,7n2a,8svp","0.935,0.926,0.919",62,62
T429,OADMET-0006173,6hj2,1,0.953251541,6.2256608,-9.21093082,0.7940636142096773,0.0923418552720503,"6hj2,7riv,7rio","0.953,0.945,0.943",62,62
T430,OADMET-0006172,7axc,1,0.921646118,5.91522455,-8.22026443,0.6920996880483871,0.16007742220011473,"7axc,1skx,9fzj","0.922,0.911,0.877",62,62
T431,OADMET-0006171,5a86,1,0.875750661,6.83759642,-9.08483887,0.6624726239354838,0.1121839998305468,"5a86,8svs,1skx","0.876,0.822,0.821",62,62
T432,OADMET-0006170,7axh,1,0.920653701,6.56864738,-7.29785299,0.7377406185483871,0.08499893198578082,"7axh,6bns,5x0r","0.921,0.902,0.897",62,62
T433,OADMET-0006169,1skx,1,0.928937137,6.77212858,-9.17592144,0.7446667283064514,0.11642322148331183,"1skx,7axb,3r8d","0.929,0.909,0.906",62,62
T434,OADMET-0006168,5a86,1,0.873657286,6.96156311,-10.2679033,0.593202974032258,0.1529981602374267,"5a86,6dup,8svs","0.874,0.839,0.837",62,62
T435,OADMET-0006167,7axd,1,0.939527452,7.55740118,-7.94220638,0.7397924291774192,0.12657279964235205,"7axd,7axb,7axf","0.940,0.933,0.913",62,62
T436,OADMET-0006166,8svr,1,0.902442336,6.12939119,-9.0361557,0.6802932677741935,0.13681738116676706,"8svr,4xhd,5x0r","0.902,0.899,0.874",62,62
T437,OADMET-0006165,8r81,1,0.936774254,7.08117151,-9.23208809,0.7842716670806452,0.12390989317612709,"8r81,6bns,7axe","0.937,0.932,0.923",62,62
T438,OADMET-0006164,8r81,1,0.899888158,7.29267693,-10.0041075,0.6083828199354838,0.14302722463284734,"8r81,8svq,1skx","0.900,0.837,0.809",62,62
T439,OADMET-0006163,8e3n,1,0.968793333,6.69607544,-7.96240377,0.7520270280483871,0.14096853536136364,"8e3n,6bns,8svs","0.969,0.935,0.920",62,62
T440,OADMET-0006162,9fzj,1,0.880021274,6.70925856,-8.64654064,0.6700086136935482,0.12612950161789852,"9fzj,5x0r,1skx","0.880,0.861,0.838",62,62
T441,OADMET-0006161,8r81,1,0.91540575,7.84058046,-10.657033,0.6642126666451611,0.13358165158115845,"8r81,7ax9,8eqz","0.915,0.903,0.898",62,62
T442,OADMET-0006160,9fzj,1,0.926423371,6.69757318,-9.36768246,0.7199319697419355,0.12860906842901498,"9fzj,7n2a,4x1f","0.926,0.912,0.895",62,62
T443,OADMET-0006158,5a86,1,0.907366574,6.9730401,-8.37704659,0.7230494393064515,0.11292142905239293,"5a86,6xp9,4x1g","0.907,0.895,0.888",62,62
T444,OADMET-0006157,8e3n,1,0.919336736,6.51159048,-8.41300297,0.7422622913870968,0.12598024962640292,"8e3n,8svp,3hvl","0.919,0.890,0.883",62,62
T445,OADMET-0006156,5a86,1,0.966313124,6.86922693,-8.47510529,0.7331404046129033,0.1685809548179768,"5a86,7axa,7rio","0.966,0.947,0.943",62,62
T446,OADMET-0006155,7axe,1,0.930552661,6.85561991,-8.76819134,0.7403130075000001,0.09626776156009138,"7axe,8svt,4xhd","0.931,0.898,0.876",62,62
T447,OADMET-0006153,7axf,1,0.935056567,6.65292311,-9.36536312,0.7588375571290322,0.09825199031058514,"7axf,8svp,8cf9","0.935,0.907,0.893",62,62
T448,OADMET-0006152,6tfi,1,0.910826802,7.14370298,-9.56549263,0.6198098654193549,0.1714784242162396,"6tfi,6bns,8r82","0.911,0.911,0.859",62,62
T449,OADMET-0006151,6bns,1,0.900041938,6.7713809,-7.98864794,0.649548111483871,0.11674125153442191,"6bns,2qnv,8e3n","0.900,0.891,0.847",62,62
T450,OADMET-0006150,8eqz,1,0.949037135,6.79383612,-8.41666412,0.7955742612580644,0.10263660822149515,"8eqz,7axf,7axc","0.949,0.938,0.930",62,62
T451,OADMET-0006149,8eqz,1,0.916749656,6.89757681,-8.75818634,0.650918153516129,0.16731166439508002,"8eqz,8e3n,1skx","0.917,0.913,0.891",62,62
T452,OADMET-0006148,8r81,1,0.943784833,7.07323217,-8.80182648,0.7046744434193547,0.17837990594506783,"8r81,6bns,7axc","0.944,0.933,0.916",62,62
T453,OADMET-0006147,1m13,1,0.953010917,6.63885355,-7.52972698,0.840728478016129,0.08604285026792609,"1m13,8eqz,6dup","0.953,0.950,0.945",62,62
T454,OADMET-0006146,8r81,1,0.921890974,6.83584166,-9.70164394,0.6939197552419354,0.1533882818906548,"8r81,5x0r,8svx","0.922,0.894,0.888",62,62
T455,OADMET-0006145,7axf,1,0.933894396,6.10220766,-6.47830772,0.7370297625483871,0.14401752575913232,"7axf,4x1g,8r82","0.934,0.925,0.922",62,62
T456,OADMET-0006144,1nrl,1,0.948075891,6.74100924,-9.29416847,0.7690719846774197,0.11284673985861547,"1nrl,8r81,3r8d","0.948,0.940,0.935",62,62
T457,OADMET-0006142,6xp9,1,0.925912619,7.35578346,-8.73341656,0.6763388524032258,0.1149436897624843,"6xp9,8szv,7axf","0.926,0.854,0.842",62,62
T458,OADMET-0006141,7axf,1,0.920891762,6.94068146,-8.82797337,0.6608346661935482,0.14546448850830035,"7axf,8eqz,8svt","0.921,0.911,0.907",62,62
T459,OADMET-0006140,7axc,1,0.902726233,6.4600296,-8.29813004,0.675287041483871,0.12985155848850385,"7axc,5x0r,2qnv","0.903,0.902,0.900",62,62
T460,OADMET-0006139,8svq,1,0.890946746,6.3736496,-9.18042088,0.694418396112903,0.10129272260676643,"8svq,5a86,8r82","0.891,0.880,0.850",62,62
T461,OADMET-0006138,7axa,1,0.876650929,5.82347059,15.3291845,0.5472207237741935,0.11504258121484459,"7axa,7rio,1skx","0.877,0.766,0.716",62,62
T462,OADMET-0006137,8svs,1,0.905577302,7.37435341,-8.76796055,0.686687740096774,0.14787199879769702,"8svs,8svt,8svr","0.906,0.889,0.883",62,62
T463,OADMET-0006136,8r82,1,0.942473948,7.01416731,-7.40112305,0.7360176516774193,0.11359913743145841,"8r82,8r81,7axc","0.942,0.923,0.891",62,62
T464,OADMET-0006135,8r82,1,0.899705768,6.4575839,-7.81267881,0.7481109417741937,0.1097483216595324,"8r82,4xhd,6bns","0.900,0.895,0.877",62,62
T465,OADMET-0006134,8eqz,1,0.907195926,6.91854715,4.90650988,0.7005805012903227,0.1394406909302438,"8eqz,7rio,8r82","0.907,0.906,0.902",62,62
T466,OADMET-0006133,5x0r,1,0.93360883,6.92108536,-6.92742825,0.6776970677903225,0.1615024879837718,"5x0r,8svs,2qnv","0.934,0.929,0.919",62,62
T467,OADMET-0006132,1skx,1,0.941486239,7.06106138,-7.97389555,0.6674620412903228,0.14555920015059423,"1skx,8e3n,7axa","0.941,0.938,0.891",62,62
T468,OADMET-0006131,7rio,1,0.956577718,6.80118322,-9.08031178,0.7048590991451613,0.16379508506470725,"7rio,7axe,6hj2","0.957,0.946,0.938",62,62
T469,OADMET-0006130,7axd,1,0.932105422,5.87291336,-8.50481224,0.6907761635483873,0.1623212027486416,"7axd,8r82,4xhd","0.932,0.903,0.890",62,62
T470,OADMET-0006129,8eqz,1,0.901530862,6.90381622,-9.23718548,0.6782581835322582,0.14319979774789587,"8eqz,3hvl,6xp9","0.902,0.901,0.879",62,62
T471,OADMET-0006128,5x0r,1,0.905841053,6.18495321,-6.20466375,0.7113639885806452,0.13755224869916008,"5x0r,8r82,8svr","0.906,0.900,0.899",62,62
T472,OADMET-0006127,7axf,1,0.804322422,7.11630392,-7.50543833,0.5904165323548389,0.1037848124371322,"7axf,8r81,6xp9","0.804,0.802,0.785",62,62
T473,OADMET-0006126,9fzi,1,0.897248745,6.76398277,-8.9260664,0.6882369753225807,0.12437834642193236,"9fzi,6bns,8r81","0.897,0.880,0.877",62,62
T474,OADMET-0006125,1skx,1,0.916619658,6.9740386,-8.24124622,0.6873605981774195,0.14214634233723478,"1skx,6xp9,5x0r","0.917,0.871,0.871",62,62
T475,OADMET-0006124,8r82,1,0.911363184,6.89045763,-8.3115015,0.734123577080645,0.13154826983915652,"8r82,4x1f,7axa","0.911,0.897,0.896",62,62
T476,OADMET-0006123,8svq,1,0.947205186,6.2022438,-8.15201092,0.7796387234999999,0.11313062905679862,"8svq,4ny9,4s0t","0.947,0.941,0.938",62,62
T477,OADMET-0006122,8svs,1,0.96873647,6.56420898,-8.42144394,0.7973092275161291,0.1110535343025318,"8svs,8eqz,7axh","0.969,0.961,0.952",62,62
T478,OADMET-0006121,7axb,1,0.924660802,7.11257553,-12.5034218,0.6541872211612904,0.14711824451983474,"7axb,8cf9,7ax9","0.925,0.882,0.878",62,62
T479,OADMET-0006120,8r82,1,0.908878386,6.33398294,-8.43493462,0.7449069119516128,0.09331244182699587,"8r82,1m13,6p2b","0.909,0.908,0.907",62,62
T480,OADMET-0006119,8svr,1,0.902069986,5.74817133,-6.6518507,0.7712544006129034,0.08841209719851761,"8svr,8r82,8r81","0.902,0.897,0.895",62,62
T481,OADMET-0006118,6tfi,1,0.924692333,7.54652786,-10.1768713,0.5453218250645161,0.16404929258605258,"6tfi,4x1f,4x1g","0.925,0.901,0.815",62,62
T482,OADMET-0006117,2qnv,1,0.895839274,6.04611969,-7.10624075,0.6203536458548387,0.16559114747842035,"2qnv,6xp9,8svo","0.896,0.853,0.852",62,62
T483,OADMET-0006116,4x1g,1,0.88534373,6.62704325,-7.83504581,0.691961499935484,0.12428076118896249,"4x1g,3hvl,4xhd","0.885,0.880,0.879",62,62
T484,OADMET-0006115,7axd,1,0.869533241,6.03538084,-7.15689516,0.7320044857903224,0.08756680749773446,"7axd,8fpe,2qnv","0.870,0.869,0.863",62,62
T485,OADMET-0006114,6hj2,1,0.886481762,6.65154123,-7.90709686,0.5895357515967741,0.12981898737891834,"6hj2,2qnv,5a86","0.886,0.835,0.821",62,62
T486,OADMET-0006113,8svo,1,0.947321117,6.97232866,-8.76497364,0.7078000580967742,0.1312513506144389,"8svo,8cf9,1nrl","0.947,0.914,0.882",62,62
T487,OADMET-0006112,8svq,1,0.967836618,7.54785872,-9.77995586,0.7209397198870968,0.12295319472680014,"8svq,8svx,8svo","0.968,0.964,0.952",62,62
T488,OADMET-0006111,6hj2,1,0.962557971,7.39546728,-9.76510239,0.7417863001774193,0.10825998279261757,"6hj2,1skx,7riv","0.963,0.947,0.940",62,62
T489,OADMET-0006110,6dup,1,0.814348698,5.38818169,74.1949005,0.6123272367580646,0.09621146531789479,"6dup,6bns,8r82","0.814,0.764,0.764",62,62
T490,OADMET-0006109,8eqz,1,0.930481672,6.65174913,-8.7808609,0.7266574091290322,0.12383789150724873,"8eqz,8svp,5a86","0.930,0.899,0.882",62,62
T491,OADMET-0006108,8r82,1,0.910125017,6.80657339,-8.61881733,0.674335820032258,0.16701488098416908,"8r82,8svt,8svs","0.910,0.903,0.889",62,62
T492,OADMET-0006107,4ny9,1,0.944068611,6.57477713,-9.00153065,0.7566969784354839,0.111537308722344,"4ny9,5x0r,7n2a","0.944,0.932,0.911",62,62
T493,OADMET-0006106,8svq,1,0.855683208,6.92386246,-9.9177227,0.6075757275483871,0.14233297742568304,"8svq,1skx,8r81","0.856,0.855,0.853",62,62
T494,OADMET-0006105,8r82,1,0.953965425,7.328619,-7.85202122,0.7766530172419354,0.13383838680217378,"8r82,8e3n,7n2a","0.954,0.946,0.929",62,62
T495,OADMET-0006104,8r81,1,0.929855227,7.18373728,-11.2717237,0.7620278538709678,0.12933086657552859,"8r81,8svp,7n2a","0.930,0.921,0.919",62,62
T496,OADMET-0006103,1nrl,1,0.870869517,7.30615854,-10.0765896,0.6404398905161289,0.12907425402954678,"1nrl,8svs,6bns","0.871,0.863,0.854",62,62
T497,OADMET-0006102,4ny9,1,0.93264991,6.54470015,-6.98636055,0.7541384455967741,0.11461836130349665,"4ny9,2qnv,5x0r","0.933,0.909,0.903",62,62
T498,OADMET-0006101,6tfi,1,0.951792359,7.1251111,-10.4929934,0.5922897362258063,0.18137180349155144,"6tfi,5a86,6bns","0.952,0.910,0.881",62,62
T499,OADMET-0006100,8svp,1,0.929199636,6.94314814,-9.59403229,0.7546343202580644,0.11917467216783491,"8svp,8svx,7axh","0.929,0.927,0.915",62,62
T500,OADMET-0006099,7axf,1,0.965690255,7.14543581,-8.71715832,0.7972960485967743,0.1318438838011396,"7axf,8eqz,6bns","0.966,0.958,0.936",62,62
T501,OADMET-0006098,8svs,1,0.953492939,7.19487906,-8.33687115,0.8295563998064516,0.09062016237004379,"8svs,1skx,7axa","0.953,0.941,0.939",62,62
T502,OADMET-0006097,6tfi,1,0.965986669,7.64656305,-10.6710329,0.5659463396129032,0.17518256373484548,"6tfi,9fzi,3hvl","0.966,0.882,0.870",62,62
T503,OADMET-0006096,8svs,1,0.935626686,6.76162958,-10.3563766,0.6633715261774192,0.16102902701537666,"8svs,4ny9,2qnv","0.936,0.931,0.896",62,62
T504,OADMET-0006095,7rio,1,0.923050106,7.1854496,-9.6759491,0.7230338790967742,0.1509391017309036,"7rio,1skx,8svo","0.923,0.922,0.922",62,62
T505,OADMET-0006094,6hj2,1,0.965861797,6.87704992,-9.33597279,0.7792841143064517,0.1095781701394503,"6hj2,8svq,1m13","0.966,0.918,0.909",62,62
T506,OADMET-0006093,6tfi,1,0.972652435,7.42391062,-11.074337,0.6123373890322581,0.19230838526723298,"6tfi,9fzi,8svx","0.973,0.885,0.850",62,62
T507,OADMET-0006092,6dup,1,0.930331707,7.31579161,-7.80937624,0.7138403096290322,0.16713469592400484,"6dup,1nrl,8svt","0.930,0.921,0.890",62,62
T508,OADMET-0006091,8svx,1,0.875560224,6.71089792,-9.93183804,0.7133010650322579,0.10528935050445534,"8svx,4x1g,8svo","0.876,0.860,0.855",62,62
T509,OADMET-0006090,8r81,1,0.858697295,6.24404669,2.57146215,0.647407189983871,0.13040561651687033,"8r81,8svp,6bns","0.859,0.857,0.847",62,62
T510,OADMET-0004676,9fzi,1,0.917998374,5.70822477,-8.69963932,0.7471532452096775,0.12860572183429447,"9fzi,3r8d,6bns","0.918,0.914,0.904",62,62
T511,OADMET-0004675,8r82,1,0.879423976,6.28955317,-7.96895504,0.6889746799516131,0.11786153096472939,"8r82,8eqz,5a86","0.879,0.867,0.864",62,62
T512,OADMET-0004674,8svq,1,0.866221189,5.88068533,-7.89782333,0.6722389055806453,0.1181870693264164,"8svq,6xp9,8r82","0.866,0.861,0.857",62,62
